target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,start_time_mjd,block_number,ra_hr
116_32,2026-07-19 02:45:38.123,2026-07-19 02:47:18.123,1.666666666666714,280.2684563758389,-15.194805194805197,{'dither': False},61240.11502457176,6,18.684563758389267
118_34,2026-07-19 02:47:18.123,2026-07-19 02:48:58.123,1.666666666666714,279.4736842105263,-10.519480519480515,{'dither': False},61240.11618197917,6,18.631578947368425
120_36,2026-07-19 02:48:58.123,2026-07-19 02:50:38.123,1.666666666666714,282.35294117647055,-5.84415584415585,{'dither': False},61240.117339386576,6,18.823529411764707
118_36,2026-07-19 02:50:38.123,2026-07-19 02:52:18.123,1.666666666666714,277.6470588235294,-5.84415584415585,{'dither': False},61240.118496793984,6,18.50980392156863
120_38,2026-07-19 02:52:18.123,2026-07-19 02:53:58.123,1.666666666666714,280.5194805194805,-1.16883116883117,{'dither': False},61240.119654201386,6,18.701298701298704
120_40,2026-07-19 02:53:58.123,2026-07-19 02:55:38.123,1.666666666666714,280.5194805194805,3.5064935064934972,{'dither': False},61240.120811608795,6,18.701298701298704
Unused Time,2026-07-19 02:55:38.123,2026-07-19 02:57:18.123,1.6666666666659147,,,,61240.1219690162,6,
108_26_dither,2026-07-19 02:57:18.123,2026-07-19 02:58:58.123,1.666666666666714,283.4065015522876,-29.220779220779225,{'dither': True},61240.12312642361,7,18.89376677015251
110_26_dither,2026-07-19 02:58:58.123,2026-07-19 03:00:38.123,1.666666666666714,288.7006191993464,-29.220779220779225,{'dither': True},61240.12428383102,7,19.246707946623097
112_26_dither,2026-07-19 03:00:38.123,2026-07-19 03:02:18.123,1.666666666666714,293.99473684640526,-29.220779220779225,{'dither': True},61240.12544123842,7,19.599649123093688
116_28_dither,2026-07-19 03:02:18.123,2026-07-19 03:03:58.123,1.666666666666714,293.69436137706856,-24.545454545454543,{'dither': True},61240.12659864583,7,19.579624091804575
114_28_dither,2026-07-19 03:03:58.123,2026-07-19 03:05:38.123,1.666666666666714,288.5879783983452,-24.545454545454543,{'dither': True},61240.12775605324,7,19.239198559889683
112_28_dither,2026-07-19 03:05:38.123,2026-07-19 03:07:18.123,1.666666666666714,283.4815954196218,-24.545454545454543,{'dither': True},61240.12891346065,7,18.89877302797479
114_30_dither,2026-07-19 03:07:18.123,2026-07-19 03:08:58.123,1.666666666666714,278.62003902207005,-19.870129870129876,{'dither': True},61240.13007086806,7,18.574669268138006
116_30_dither,2026-07-19 03:08:58.123,2026-07-19 03:10:38.123,1.666666666666714,283.5515458713851,-19.870129870129876,{'dither': True},61240.131228275466,7,18.903436391425675
118_30_dither,2026-07-19 03:10:38.123,2026-07-19 03:12:18.123,1.666666666666714,288.4830527207002,-19.870129870129876,{'dither': True},61240.13238568287,7,19.23220351471335
120_32_dither,2026-07-19 03:12:18.123,2026-07-19 03:13:58.123,1.666666666666714,287.45703451715144,-15.194805194805197,{'dither': True},61240.133543090276,7,19.163802301143434
118_32_dither,2026-07-19 03:13:58.123,2026-07-19 03:15:38.123,1.666666666666714,282.6248197520507,-15.194805194805197,{'dither': True},61240.134700497685,7,18.841654650136718
116_32_dither,2026-07-19 03:15:38.123,2026-07-19 03:17:18.123,1.666666666666714,277.79260498695004,-15.194805194805197,{'dither': True},61240.135857905094,7,18.519506999130005
118_34_dither,2026-07-19 03:17:18.123,2026-07-19 03:18:58.123,1.666666666666714,276.9978328216374,-10.519480519480515,{'dither': True},61240.1370153125,7,18.466522188109163
120_36_dither,2026-07-19 03:18:58.123,2026-07-19 03:20:38.123,1.666666666666714,279.87708978758167,-5.84415584415585,{'dither': True},61240.138172719904,7,18.65847265250545
118_36_dither,2026-07-19 03:20:38.123,2026-07-19 03:22:18.123,1.666666666666714,275.1712074346405,-5.84415584415585,{'dither': True},61240.13933012731,7,18.34474716230937
120_38_dither,2026-07-19 03:22:18.123,2026-07-19 03:23:58.123,1.666666666666714,278.0436291305916,-1.16883116883117,{'dither': True},61240.14048753472,7,18.536241942039446
120_40_dither,2026-07-19 03:23:58.123,2026-07-19 03:25:38.123,1.666666666666714,278.0436291305916,3.5064935064934972,{'dither': True},61240.14164494213,7,18.536241942039446
Unused Time,2026-07-19 03:25:38.123,2026-07-19 03:27:18.123,1.6666666666659147,,,,61240.14280234954,7,
114_24,2026-07-19 03:27:18.123,2026-07-19 03:28:58.123,1.666666666666714,318.13953488372096,-33.896103896103895,{'dither': False},61240.14395975695,8,21.2093023255814
120_26,2026-07-19 03:28:58.123,2026-07-19 03:30:38.123,1.666666666666714,317.64705882352945,-29.220779220779225,{'dither': False},61240.14511716435,8,21.1764705882353
118_26,2026-07-19 03:30:38.123,2026-07-19 03:32:18.123,1.666666666666714,312.3529411764706,-29.220779220779225,{'dither': False},61240.14627457176,8,20.82352941176471
116_26,2026-07-19 03:32:18.123,2026-07-19 03:33:58.123,1.666666666666714,307.05882352941177,-29.220779220779225,{'dither': False},61240.14743197917,8,20.470588235294123
114_26,2026-07-19 03:33:58.123,2026-07-19 03:35:38.123,1.666666666666714,301.7647058823529,-29.220779220779225,{'dither': False},61240.148589386576,8,20.117647058823533
118_28,2026-07-19 03:35:38.123,2026-07-19 03:37:18.123,1.666666666666714,301.27659574468083,-24.545454545454543,{'dither': False},61240.149746793984,8,20.085106382978726
120_28,2026-07-19 03:37:18.123,2026-07-19 03:38:58.123,1.666666666666714,306.3829787234043,-24.545454545454543,{'dither': False},61240.150904201386,8,20.42553191489362
122_28,2026-07-19 03:38:58.123,2026-07-19 03:40:38.123,1.666666666666714,311.48936170212767,-24.545454545454543,{'dither': False},61240.152061608795,8,20.765957446808514
126_30,2026-07-19 03:40:38.123,2026-07-19 03:42:18.123,1.666666666666714,310.6849315068493,-19.870129870129876,{'dither': False},61240.1532190162,8,20.71232876712329
124_30,2026-07-19 03:42:18.123,2026-07-19 03:43:58.123,1.666666666666714,305.75342465753425,-19.870129870129876,{'dither': False},61240.15437642361,8,20.38356164383562
122_30,2026-07-19 03:43:58.123,2026-07-19 03:45:38.123,1.666666666666714,300.8219178082192,-19.870129870129876,{'dither': False},61240.15553383102,8,20.05479452054795
120_30,2026-07-19 03:45:38.123,2026-07-19 03:47:18.123,1.666666666666714,295.8904109589041,-19.870129870129876,{'dither': False},61240.15669123842,8,19.726027397260278
122_32,2026-07-19 03:47:18.123,2026-07-19 03:48:58.123,1.666666666666714,294.76510067114094,-15.194805194805197,{'dither': False},61240.15784864583,8,19.6510067114094
124_32,2026-07-19 03:48:58.123,2026-07-19 03:50:38.123,1.666666666666714,299.5973154362416,-15.194805194805197,{'dither': False},61240.15900605324,8,19.97315436241611
126_32,2026-07-19 03:50:38.123,2026-07-19 03:52:18.123,1.666666666666714,304.4295302013423,-15.194805194805197,{'dither': False},61240.16016346065,8,20.295302013422823
128_32,2026-07-19 03:52:18.123,2026-07-19 03:53:58.123,1.666666666666714,309.26174496644296,-15.194805194805197,{'dither': False},61240.16132086806,8,20.617449664429536
122_38,2026-07-19 03:53:58.123,2026-07-19 03:55:38.123,1.666666666666714,285.19480519480516,-1.16883116883117,{'dither': False},61240.162478275466,8,19.012987012987015
Unused Time,2026-07-19 03:55:38.123,2026-07-19 03:57:18.123,1.6666666666659147,,,,61240.16363568287,8,
