target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,block_number,ra_hr
88_26,2026-06-08 04:36:01.964,2026-06-08 04:37:41.964,1.666666666666714,232.94117647058823,-29.220779220779225,{'dither': False},10,15.529411764705886
86_26,2026-06-08 04:37:41.964,2026-06-08 04:39:21.964,1.666666666666714,227.64705882352945,-29.220779220779225,{'dither': False},10,15.176470588235299
84_26,2026-06-08 04:39:21.964,2026-06-08 04:41:01.964,1.666666666666714,222.3529411764706,-29.220779220779225,{'dither': False},10,14.82352941176471
82_26,2026-06-08 04:41:01.964,2026-06-08 04:42:41.964,1.666666666666714,217.05882352941177,-29.220779220779225,{'dither': False},10,14.470588235294121
80_26,2026-06-08 04:42:41.964,2026-06-08 04:44:21.964,1.666666666666714,211.76470588235296,-29.220779220779225,{'dither': False},10,14.117647058823533
78_26,2026-06-08 04:44:21.964,2026-06-08 04:46:01.964,1.6666666666659147,206.47058823529412,-29.220779220779225,{'dither': False},10,13.764705882352944
66_16_dither,2026-06-08 04:46:01.964,2026-06-08 04:47:41.964,1.666666666666714,245.0241486111111,-52.5974025974026,{'dither': True},11,16.334943240740742
72_18_dither,2026-06-08 04:47:41.964,2026-06-08 04:49:21.964,1.666666666666714,244.381291468254,-47.922077922077925,{'dither': True},11,16.292086097883605
74_20_dither,2026-06-08 04:49:21.964,2026-06-08 04:51:01.964,1.666666666666714,231.20835913742687,-43.24675324675325,{'dither': True},11,15.413890609161793
76_20_dither,2026-06-08 04:51:01.964,2026-06-08 04:52:41.964,1.666666666666714,237.5241486111111,-43.24675324675325,{'dither': True},11,15.834943240740742
78_20_dither,2026-06-08 04:52:41.964,2026-06-08 04:54:21.964,1.666666666666714,243.8399380847953,-43.24675324675325,{'dither': True},11,16.25599587231969
82_22_dither,2026-06-08 04:54:21.964,2026-06-08 04:56:01.964,1.666666666666714,239.4913617258652,-38.57142857142857,{'dither': True},11,15.96609078172435
80_22_dither,2026-06-08 04:56:01.964,2026-06-08 04:57:41.964,1.666666666666714,233.58972238160288,-38.57142857142857,{'dither': True},11,15.572648158773529
78_22_dither,2026-06-08 04:57:41.964,2026-06-08 04:59:21.964,1.666666666666714,227.68808303734065,-38.57142857142857,{'dither': True},11,15.179205535822712
80_24_dither,2026-06-08 04:59:21.964,2026-06-08 05:01:01.964,1.666666666666714,220.7799625645995,-33.896103896103895,{'dither': True},11,14.718664170973302
82_24_dither,2026-06-08 05:01:01.964,2026-06-08 05:02:41.964,1.666666666666714,226.36135791343668,-33.896103896103895,{'dither': True},11,15.090757194229115
84_24_dither,2026-06-08 05:02:41.964,2026-06-08 05:04:21.964,1.666666666666714,231.94275326227392,-33.896103896103895,{'dither': True},11,15.462850217484931
86_24_dither,2026-06-08 05:04:21.964,2026-06-08 05:06:01.964,1.666666666666714,237.5241486111111,-33.896103896103895,{'dither': True},11,15.834943240740742
88_26_dither,2026-06-08 05:06:01.964,2026-06-08 05:07:41.964,1.666666666666714,230.46532508169935,-29.220779220779225,{'dither': True},11,15.364355005446626
86_26_dither,2026-06-08 05:07:41.964,2026-06-08 05:09:21.964,1.666666666666714,225.17120743464056,-29.220779220779225,{'dither': True},11,15.01141382897604
84_26_dither,2026-06-08 05:09:21.964,2026-06-08 05:11:01.964,1.666666666666714,219.87708978758172,-29.220779220779225,{'dither': True},11,14.65847265250545
82_26_dither,2026-06-08 05:11:01.964,2026-06-08 05:12:41.964,1.666666666666714,214.58297214052288,-29.220779220779225,{'dither': True},11,14.305531476034862
80_26_dither,2026-06-08 05:12:41.964,2026-06-08 05:14:21.964,1.666666666666714,209.28885449346407,-29.220779220779225,{'dither': True},11,13.952590299564275
Unused Time,2026-06-08 05:14:21.964,2026-06-08 05:16:01.964,1.6666666666659147,,,,11,
60_14,2026-06-08 05:16:01.964,2026-06-08 05:17:41.964,1.666666666666714,251.16279069767447,-57.27272727272727,{'dither': False},12,16.744186046511633
62_14,2026-06-08 05:17:41.964,2026-06-08 05:19:21.964,1.666666666666714,259.5348837209303,-57.27272727272727,{'dither': False},12,17.302325581395355
64_14,2026-06-08 05:19:21.964,2026-06-08 05:21:01.964,1.666666666666714,267.90697674418607,-57.27272727272727,{'dither': False},12,17.860465116279073
66_14,2026-06-08 05:21:01.964,2026-06-08 05:22:41.964,1.666666666666714,276.27906976744185,-57.27272727272727,{'dither': False},12,18.418604651162795
72_16,2026-06-08 05:22:41.964,2026-06-08 05:24:21.964,1.666666666666714,270.0,-52.5974025974026,{'dither': False},12,18.000000000000004
70_16,2026-06-08 05:24:21.964,2026-06-08 05:26:01.964,1.666666666666714,262.49999999999994,-52.5974025974026,{'dither': False},12,17.5
68_16,2026-06-08 05:26:01.964,2026-06-08 05:27:41.964,1.666666666666714,254.99999999999997,-52.5974025974026,{'dither': False},12,17.0
74_18,2026-06-08 05:27:41.964,2026-06-08 05:29:21.964,1.666666666666714,253.71428571428572,-47.922077922077925,{'dither': False},12,16.914285714285718
76_18,2026-06-08 05:29:21.964,2026-06-08 05:31:01.964,1.666666666666714,260.5714285714286,-47.922077922077925,{'dither': False},12,17.371428571428577
78_18,2026-06-08 05:31:01.964,2026-06-08 05:32:41.964,1.666666666666714,267.42857142857144,-47.922077922077925,{'dither': False},12,17.828571428571433
80_18,2026-06-08 05:32:41.964,2026-06-08 05:34:21.964,1.666666666666714,274.2857142857143,-47.922077922077925,{'dither': False},12,18.28571428571429
84_20,2026-06-08 05:34:21.964,2026-06-08 05:36:01.964,1.666666666666714,265.2631578947368,-43.24675324675325,{'dither': False},12,17.68421052631579
82_20,2026-06-08 05:36:01.964,2026-06-08 05:37:41.964,1.666666666666714,258.9473684210526,-43.24675324675325,{'dither': False},12,17.263157894736842
80_20,2026-06-08 05:37:41.964,2026-06-08 05:39:21.964,1.666666666666714,252.6315789473684,-43.24675324675325,{'dither': False},12,16.842105263157897
84_22,2026-06-08 05:39:21.964,2026-06-08 05:41:01.964,1.666666666666714,247.8688524590164,-38.57142857142857,{'dither': False},12,16.52459016393443
86_22,2026-06-08 05:41:01.964,2026-06-08 05:42:41.964,1.666666666666714,253.77049180327867,-38.57142857142857,{'dither': False},12,16.91803278688525
88_22,2026-06-08 05:42:41.964,2026-06-08 05:44:21.964,1.666666666666714,259.672131147541,-38.57142857142857,{'dither': False},12,17.31147540983607
88_24,2026-06-08 05:44:21.964,2026-06-08 05:46:01.964,1.6666666666659147,245.5813953488372,-33.896103896103895,{'dither': False},12,16.372093023255815
60_14_dither,2026-06-08 05:46:01.964,2026-06-08 05:47:41.964,1.666666666666714,248.6869393087856,-57.27272727272727,{'dither': True},13,16.57912928725238
62_14_dither,2026-06-08 05:47:41.964,2026-06-08 05:49:21.964,1.666666666666714,257.0590323320414,-57.27272727272727,{'dither': True},13,17.137268822136097
64_14_dither,2026-06-08 05:49:21.964,2026-06-08 05:51:01.964,1.666666666666714,265.4311253552972,-57.27272727272727,{'dither': True},13,17.695408357019815
66_14_dither,2026-06-08 05:51:01.964,2026-06-08 05:52:41.964,1.666666666666714,273.80321837855297,-57.27272727272727,{'dither': True},13,18.253547891903533
72_16_dither,2026-06-08 05:52:41.964,2026-06-08 05:54:21.964,1.666666666666714,267.5241486111111,-52.5974025974026,{'dither': True},13,17.834943240740746
70_16_dither,2026-06-08 05:54:21.964,2026-06-08 05:56:01.964,1.666666666666714,260.02414861111106,-52.5974025974026,{'dither': True},13,17.334943240740742
68_16_dither,2026-06-08 05:56:01.964,2026-06-08 05:57:41.964,1.666666666666714,252.5241486111111,-52.5974025974026,{'dither': True},13,16.834943240740742
74_18_dither,2026-06-08 05:57:41.964,2026-06-08 05:59:21.964,1.666666666666714,251.23843432539684,-47.922077922077925,{'dither': True},13,16.74922895502646
76_18_dither,2026-06-08 05:59:21.964,2026-06-08 06:01:01.964,1.666666666666714,258.0955771825397,-47.922077922077925,{'dither': True},13,17.20637181216932
78_18_dither,2026-06-08 06:01:01.964,2026-06-08 06:02:41.964,1.666666666666714,264.95272003968256,-47.922077922077925,{'dither': True},13,17.663514669312175
80_18_dither,2026-06-08 06:02:41.964,2026-06-08 06:04:21.964,1.666666666666714,271.8098628968254,-47.922077922077925,{'dither': True},13,18.12065752645503
84_20_dither,2026-06-08 06:04:21.964,2026-06-08 06:06:01.964,1.666666666666714,262.78730650584794,-43.24675324675325,{'dither': True},13,17.519153767056533
82_20_dither,2026-06-08 06:06:01.964,2026-06-08 06:07:41.964,1.666666666666714,256.4715170321637,-43.24675324675325,{'dither': True},13,17.098101135477584
80_20_dither,2026-06-08 06:07:41.964,2026-06-08 06:09:21.964,1.666666666666714,250.15572755847953,-43.24675324675325,{'dither': True},13,16.67704850389864
84_22_dither,2026-06-08 06:09:21.964,2026-06-08 06:11:01.964,1.666666666666714,245.39300107012753,-38.57142857142857,{'dither': True},13,16.359533404675172
86_22_dither,2026-06-08 06:11:01.964,2026-06-08 06:12:41.964,1.666666666666714,251.2946404143898,-38.57142857142857,{'dither': True},13,16.75297602762599
88_22_dither,2026-06-08 06:12:41.964,2026-06-08 06:14:21.964,1.666666666666714,257.1962797586521,-38.57142857142857,{'dither': True},13,17.14641865057681
88_24_dither,2026-06-08 06:14:21.964,2026-06-08 06:16:01.964,1.6666666666657548,243.1055439599483,-33.896103896103895,{'dither': True},13,16.207036263996557
68_14,2026-06-08 06:16:01.964,2026-06-08 06:17:41.964,1.666666666666714,284.65116279069764,-57.27272727272727,{'dither': False},14,18.976744186046513
70_14,2026-06-08 06:17:41.964,2026-06-08 06:19:21.964,1.666666666666714,293.02325581395354,-57.27272727272727,{'dither': False},14,19.53488372093024
72_14,2026-06-08 06:19:21.964,2026-06-08 06:21:01.964,1.666666666666714,301.3953488372093,-57.27272727272727,{'dither': False},14,20.093023255813957
78_16,2026-06-08 06:21:01.964,2026-06-08 06:22:41.964,1.666666666666714,292.5,-52.5974025974026,{'dither': False},14,19.500000000000004
76_16,2026-06-08 06:22:41.964,2026-06-08 06:24:21.964,1.666666666666714,285.0,-52.5974025974026,{'dither': False},14,19.000000000000004
74_16,2026-06-08 06:24:21.964,2026-06-08 06:26:01.964,1.666666666666714,277.5,-52.5974025974026,{'dither': False},14,18.500000000000004
82_18,2026-06-08 06:26:01.964,2026-06-08 06:27:41.964,1.666666666666714,281.14285714285717,-47.922077922077925,{'dither': False},14,18.742857142857147
84_18,2026-06-08 06:27:41.964,2026-06-08 06:29:21.964,1.666666666666714,288.0,-47.922077922077925,{'dither': False},14,19.200000000000003
90_20,2026-06-08 06:29:21.964,2026-06-08 06:31:01.964,1.666666666666714,284.2105263157895,-43.24675324675325,{'dither': False},14,18.947368421052637
88_20,2026-06-08 06:31:01.964,2026-06-08 06:32:41.964,1.666666666666714,277.89473684210526,-43.24675324675325,{'dither': False},14,18.52631578947369
86_20,2026-06-08 06:32:41.964,2026-06-08 06:34:21.964,1.666666666666714,271.57894736842104,-43.24675324675325,{'dither': False},14,18.10526315789474
90_22,2026-06-08 06:34:21.964,2026-06-08 06:36:01.964,1.666666666666714,265.57377049180326,-38.57142857142857,{'dither': False},14,17.70491803278689
92_22,2026-06-08 06:36:01.964,2026-06-08 06:37:41.964,1.666666666666714,271.4754098360655,-38.57142857142857,{'dither': False},14,18.098360655737704
94_22,2026-06-08 06:37:41.964,2026-06-08 06:39:21.964,1.666666666666714,277.37704918032784,-38.57142857142857,{'dither': False},14,18.491803278688526
96_24,2026-06-08 06:39:21.964,2026-06-08 06:41:01.964,1.666666666666714,267.906976744186,-33.896103896103895,{'dither': False},14,17.86046511627907
94_24,2026-06-08 06:41:01.964,2026-06-08 06:42:41.964,1.666666666666714,262.3255813953488,-33.896103896103895,{'dither': False},14,17.48837209302326
92_24,2026-06-08 06:42:41.964,2026-06-08 06:44:21.964,1.666666666666714,256.74418604651163,-33.896103896103895,{'dither': False},14,17.116279069767444
90_24,2026-06-08 06:44:21.964,2026-06-08 06:46:01.964,1.6666666666659147,251.1627906976744,-33.896103896103895,{'dither': False},14,16.74418604651163
68_14_dither,2026-06-08 06:46:01.964,2026-06-08 06:47:41.964,1.666666666666714,282.17531140180876,-57.27272727272727,{'dither': True},15,18.811687426787255
70_14_dither,2026-06-08 06:47:41.964,2026-06-08 06:49:21.964,1.666666666666714,290.54740442506466,-57.27272727272727,{'dither': True},15,19.36982696167098
72_14_dither,2026-06-08 06:49:21.964,2026-06-08 06:51:01.964,1.666666666666714,298.91949744832044,-57.27272727272727,{'dither': True},15,19.9279664965547
78_16_dither,2026-06-08 06:51:01.964,2026-06-08 06:52:41.964,1.666666666666714,290.0241486111111,-52.5974025974026,{'dither': True},15,19.334943240740746
76_16_dither,2026-06-08 06:52:41.964,2026-06-08 06:54:21.964,1.666666666666714,282.5241486111111,-52.5974025974026,{'dither': True},15,18.834943240740746
74_16_dither,2026-06-08 06:54:21.964,2026-06-08 06:56:01.964,1.666666666666714,275.0241486111111,-52.5974025974026,{'dither': True},15,18.334943240740746
82_18_dither,2026-06-08 06:56:01.964,2026-06-08 06:57:41.964,1.666666666666714,278.6670057539683,-47.922077922077925,{'dither': True},15,18.57780038359789
84_18_dither,2026-06-08 06:57:41.964,2026-06-08 06:59:21.964,1.666666666666714,285.5241486111111,-47.922077922077925,{'dither': True},15,19.034943240740745
90_20_dither,2026-06-08 06:59:21.964,2026-06-08 07:01:01.964,1.666666666666714,281.7346749269006,-43.24675324675325,{'dither': True},15,18.782311661793376
88_20_dither,2026-06-08 07:01:01.964,2026-06-08 07:02:41.964,1.666666666666714,275.4188854532164,-43.24675324675325,{'dither': True},15,18.361259030214427
86_20_dither,2026-06-08 07:02:41.964,2026-06-08 07:04:21.964,1.666666666666714,269.10309597953216,-43.24675324675325,{'dither': True},15,17.940206398635482
90_22_dither,2026-06-08 07:04:21.964,2026-06-08 07:06:01.964,1.666666666666714,263.0979191029144,-38.57142857142857,{'dither': True},15,17.539861273527627
92_22_dither,2026-06-08 07:06:01.964,2026-06-08 07:07:41.964,1.666666666666714,268.99955844717664,-38.57142857142857,{'dither': True},15,17.933303896478446
94_22_dither,2026-06-08 07:07:41.964,2026-06-08 07:09:21.964,1.666666666666714,274.90119779143896,-38.57142857142857,{'dither': True},15,18.326746519429268
96_24_dither,2026-06-08 07:09:21.964,2026-06-08 07:11:01.964,1.666666666666714,265.4311253552971,-33.896103896103895,{'dither': True},15,17.69540835701981
94_24_dither,2026-06-08 07:11:01.964,2026-06-08 07:12:41.964,1.666666666666714,259.84973000645994,-33.896103896103895,{'dither': True},15,17.323315333764
92_24_dither,2026-06-08 07:12:41.964,2026-06-08 07:14:21.964,1.666666666666714,254.26833465762272,-33.896103896103895,{'dither': True},15,16.951222310508186
90_24_dither,2026-06-08 07:14:21.964,2026-06-08 07:16:01.964,1.6666666666657548,248.68693930878553,-33.896103896103895,{'dither': True},15,16.57912928725237
74_14,2026-06-08 07:16:01.964,2026-06-08 07:17:41.964,1.666666666666714,309.7674418604651,-57.27272727272727,{'dither': False},16,20.65116279069768
76_14,2026-06-08 07:17:41.964,2026-06-08 07:19:21.964,1.666666666666714,318.13953488372096,-57.27272727272727,{'dither': False},16,21.2093023255814
86_16,2026-06-08 07:19:21.964,2026-06-08 07:21:01.964,1.666666666666714,322.5,-52.5974025974026,{'dither': False},16,21.500000000000004
84_16,2026-06-08 07:21:01.964,2026-06-08 07:22:41.964,1.666666666666714,315.0,-52.5974025974026,{'dither': False},16,21.000000000000004
82_16,2026-06-08 07:22:41.964,2026-06-08 07:24:21.964,1.666666666666714,307.49999999999994,-52.5974025974026,{'dither': False},16,20.5
80_16,2026-06-08 07:24:21.964,2026-06-08 07:26:01.964,1.666666666666714,299.99999999999994,-52.5974025974026,{'dither': False},16,20.0
86_18,2026-06-08 07:26:01.964,2026-06-08 07:27:41.964,1.666666666666714,294.8571428571429,-47.922077922077925,{'dither': False},16,19.657142857142862
88_18,2026-06-08 07:27:41.964,2026-06-08 07:29:21.964,1.666666666666714,301.7142857142857,-47.922077922077925,{'dither': False},16,20.114285714285717
90_18,2026-06-08 07:29:21.964,2026-06-08 07:31:01.964,1.666666666666714,308.57142857142856,-47.922077922077925,{'dither': False},16,20.571428571428573
92_18,2026-06-08 07:31:01.964,2026-06-08 07:32:41.964,1.666666666666714,315.42857142857144,-47.922077922077925,{'dither': False},16,21.028571428571432
98_20,2026-06-08 07:32:41.964,2026-06-08 07:34:21.964,1.666666666666714,309.4736842105263,-43.24675324675325,{'dither': False},16,20.631578947368425
96_20,2026-06-08 07:34:21.964,2026-06-08 07:36:01.964,1.666666666666714,303.1578947368421,-43.24675324675325,{'dither': False},16,20.210526315789476
94_20,2026-06-08 07:36:01.964,2026-06-08 07:37:41.964,1.666666666666714,296.84210526315786,-43.24675324675325,{'dither': False},16,19.789473684210527
92_20,2026-06-08 07:37:41.964,2026-06-08 07:39:21.964,1.666666666666714,290.5263157894737,-43.24675324675325,{'dither': False},16,19.368421052631582
96_22,2026-06-08 07:39:21.964,2026-06-08 07:41:01.964,1.666666666666714,283.27868852459017,-38.57142857142857,{'dither': False},16,18.885245901639347
98_22,2026-06-08 07:41:01.964,2026-06-08 07:42:41.964,1.666666666666714,289.18032786885243,-38.57142857142857,{'dither': False},16,19.278688524590166
100_22,2026-06-08 07:42:41.964,2026-06-08 07:44:21.964,1.666666666666714,295.08196721311475,-38.57142857142857,{'dither': False},16,19.672131147540988
102_22,2026-06-08 07:44:21.964,2026-06-08 07:46:01.964,1.6666666666659147,300.983606557377,-38.57142857142857,{'dither': False},16,20.065573770491806
74_14_dither,2026-06-08 07:46:01.964,2026-06-08 07:47:41.964,1.666666666666714,307.2915904715762,-57.27272727272727,{'dither': True},17,20.486106031438418
76_14_dither,2026-06-08 07:47:41.964,2026-06-08 07:49:21.964,1.666666666666714,315.66368349483207,-57.27272727272727,{'dither': True},17,21.044245566322143
86_16_dither,2026-06-08 07:49:21.964,2026-06-08 07:51:01.964,1.666666666666714,320.0241486111111,-52.5974025974026,{'dither': True},17,21.334943240740746
84_16_dither,2026-06-08 07:51:01.964,2026-06-08 07:52:41.964,1.666666666666714,312.5241486111111,-52.5974025974026,{'dither': True},17,20.834943240740746
82_16_dither,2026-06-08 07:52:41.964,2026-06-08 07:54:21.964,1.666666666666714,305.02414861111106,-52.5974025974026,{'dither': True},17,20.334943240740742
80_16_dither,2026-06-08 07:54:21.964,2026-06-08 07:56:01.964,1.666666666666714,297.52414861111106,-52.5974025974026,{'dither': True},17,19.834943240740742
86_18_dither,2026-06-08 07:56:01.964,2026-06-08 07:57:41.964,1.666666666666714,292.381291468254,-47.922077922077925,{'dither': True},17,19.492086097883604
88_18_dither,2026-06-08 07:57:41.964,2026-06-08 07:59:21.964,1.666666666666714,299.23843432539684,-47.922077922077925,{'dither': True},17,19.94922895502646
90_18_dither,2026-06-08 07:59:21.964,2026-06-08 08:01:01.964,1.666666666666714,306.09557718253967,-47.922077922077925,{'dither': True},17,20.406371812169315
92_18_dither,2026-06-08 08:01:01.964,2026-06-08 08:02:41.964,1.666666666666714,312.95272003968256,-47.922077922077925,{'dither': True},17,20.863514669312174
98_20_dither,2026-06-08 08:02:41.964,2026-06-08 08:04:21.964,1.666666666666714,306.9978328216374,-43.24675324675325,{'dither': True},17,20.466522188109167
96_20_dither,2026-06-08 08:04:21.964,2026-06-08 08:06:01.964,1.666666666666714,300.6820433479532,-43.24675324675325,{'dither': True},17,20.045469556530218
94_20_dither,2026-06-08 08:06:01.964,2026-06-08 08:07:41.964,1.666666666666714,294.366253874269,-43.24675324675325,{'dither': True},17,19.62441692495127
92_20_dither,2026-06-08 08:07:41.964,2026-06-08 08:09:21.964,1.666666666666714,288.0504644005848,-43.24675324675325,{'dither': True},17,19.203364293372324
96_22_dither,2026-06-08 08:09:21.964,2026-06-08 08:11:01.964,1.666666666666714,280.8028371357013,-38.57142857142857,{'dither': True},17,18.72018914238009
98_22_dither,2026-06-08 08:11:01.964,2026-06-08 08:12:41.964,1.666666666666714,286.70447647996355,-38.57142857142857,{'dither': True},17,19.113631765330908
100_22_dither,2026-06-08 08:12:41.964,2026-06-08 08:14:21.964,1.666666666666714,292.60611582422587,-38.57142857142857,{'dither': True},17,19.50707438828173
102_22_dither,2026-06-08 08:14:21.964,2026-06-08 08:16:01.964,1.6666666666657548,298.50775516848813,-38.57142857142857,{'dither': True},17,19.900517011232544
0_14,2026-06-08 08:16:01.964,2026-06-08 08:17:41.964,1.666666666666714,0.0,-57.27272727272727,{'dither': False},18,0.0
78_14,2026-06-08 08:17:41.964,2026-06-08 08:19:21.964,1.666666666666714,326.5116279069768,-57.27272727272727,{'dither': False},18,21.767441860465123
80_14,2026-06-08 08:19:21.964,2026-06-08 08:21:01.964,1.666666666666714,334.8837209302326,-57.27272727272727,{'dither': False},18,22.325581395348845
82_14,2026-06-08 08:21:01.964,2026-06-08 08:22:41.964,1.666666666666714,343.25581395348837,-57.27272727272727,{'dither': False},18,22.883720930232563
84_14,2026-06-08 08:22:41.964,2026-06-08 08:24:21.964,1.666666666666714,351.6279069767442,-57.27272727272727,{'dither': False},18,23.441860465116285
94_16,2026-06-08 08:24:21.964,2026-06-08 08:26:01.964,1.666666666666714,352.49999999999994,-52.5974025974026,{'dither': False},18,23.5
92_16,2026-06-08 08:26:01.964,2026-06-08 08:27:41.964,1.666666666666714,344.99999999999994,-52.5974025974026,{'dither': False},18,23.0
90_16,2026-06-08 08:27:41.964,2026-06-08 08:29:21.964,1.666666666666714,337.5,-52.5974025974026,{'dither': False},18,22.500000000000004
88_16,2026-06-08 08:29:21.964,2026-06-08 08:31:01.964,1.666666666666714,330.0,-52.5974025974026,{'dither': False},18,22.000000000000004
94_18,2026-06-08 08:31:01.964,2026-06-08 08:32:41.964,1.666666666666714,322.28571428571433,-47.922077922077925,{'dither': False},18,21.485714285714295
96_18,2026-06-08 08:32:41.964,2026-06-08 08:34:21.964,1.666666666666714,329.14285714285717,-47.922077922077925,{'dither': False},18,21.94285714285715
98_18,2026-06-08 08:34:21.964,2026-06-08 08:36:01.964,1.666666666666714,336.0,-47.922077922077925,{'dither': False},18,22.400000000000006
100_18,2026-06-08 08:36:01.964,2026-06-08 08:37:41.964,1.666666666666714,342.8571428571429,-47.922077922077925,{'dither': False},18,22.857142857142865
102_18,2026-06-08 08:37:41.964,2026-06-08 08:39:21.964,1.666666666666714,349.7142857142857,-47.922077922077925,{'dither': False},18,23.31428571428572
108_20,2026-06-08 08:39:21.964,2026-06-08 08:41:01.964,1.666666666666714,341.05263157894734,-43.24675324675325,{'dither': False},18,22.73684210526316
106_20,2026-06-08 08:41:01.964,2026-06-08 08:42:41.964,1.666666666666714,334.7368421052632,-43.24675324675325,{'dither': False},18,22.315789473684216
104_20,2026-06-08 08:42:41.964,2026-06-08 08:44:21.964,1.666666666666714,328.42105263157896,-43.24675324675325,{'dither': False},18,21.894736842105267
102_20,2026-06-08 08:44:21.964,2026-06-08 08:46:01.964,1.666666666666714,322.10526315789474,-43.24675324675325,{'dither': False},18,21.47368421052632
100_20,2026-06-08 08:46:01.964,2026-06-08 08:47:41.964,1.666666666666714,315.7894736842105,-43.24675324675325,{'dither': False},18,21.052631578947373
104_22,2026-06-08 08:47:41.964,2026-06-08 08:49:21.964,1.666666666666714,306.88524590163934,-38.57142857142857,{'dither': False},18,20.459016393442628
106_22,2026-06-08 08:49:21.964,2026-06-08 08:51:01.964,1.666666666666714,312.7868852459016,-38.57142857142857,{'dither': False},18,20.852459016393443
108_22,2026-06-08 08:51:01.964,2026-06-08 08:52:41.964,1.666666666666714,318.6885245901639,-38.57142857142857,{'dither': False},18,21.245901639344265
110_22,2026-06-08 08:52:41.964,2026-06-08 08:54:21.964,1.666666666666714,324.59016393442624,-38.57142857142857,{'dither': False},18,21.639344262295086
112_22,2026-06-08 08:54:21.964,2026-06-08 08:56:01.964,1.666666666666714,330.4918032786885,-38.57142857142857,{'dither': False},18,22.032786885245905
114_22,2026-06-08 08:56:01.964,2026-06-08 08:57:41.964,1.666666666666714,336.3934426229508,-38.57142857142857,{'dither': False},18,22.426229508196723
118_24,2026-06-08 08:57:41.964,2026-06-08 08:59:21.964,1.666666666666714,329.30232558139534,-33.896103896103895,{'dither': False},18,21.953488372093027
116_24,2026-06-08 08:59:21.964,2026-06-08 09:01:01.964,1.666666666666714,323.7209302325581,-33.896103896103895,{'dither': False},18,21.58139534883721
114_24,2026-06-08 09:01:01.964,2026-06-08 09:02:41.964,1.666666666666714,318.13953488372096,-33.896103896103895,{'dither': False},18,21.2093023255814
112_24,2026-06-08 09:02:41.964,2026-06-08 09:04:21.964,1.666666666666714,312.5581395348837,-33.896103896103895,{'dither': False},18,20.837209302325583
110_24,2026-06-08 09:04:21.964,2026-06-08 09:06:01.964,1.666666666666714,306.9767441860465,-33.896103896103895,{'dither': False},18,20.465116279069772
108_24,2026-06-08 09:06:01.964,2026-06-08 09:07:41.964,1.666666666666714,301.39534883720927,-33.896103896103895,{'dither': False},18,20.093023255813954
106_24,2026-06-08 09:07:41.964,2026-06-08 09:09:21.964,1.666666666666714,295.8139534883721,-33.896103896103895,{'dither': False},18,19.720930232558143
104_24,2026-06-08 09:09:21.964,2026-06-08 09:11:01.964,1.666666666666714,290.23255813953483,-33.896103896103895,{'dither': False},18,19.348837209302324
Unused Time,2026-06-08 09:11:01.964,2026-06-08 09:11:57.787,0.9303785860521252,,,,18,
0_14_dither,2026-06-08 09:11:57.787,2026-06-08 09:13:37.787,1.666666666666714,357.5241486111111,-57.27272727272727,{'dither': True},19,23.834943240740746
78_14_dither,2026-06-08 09:13:37.787,2026-06-08 09:15:17.787,1.666666666666714,324.0357765180879,-57.27272727272727,{'dither': True},19,21.602385101205865
80_14_dither,2026-06-08 09:15:17.787,2026-06-08 09:16:57.787,1.666666666666714,332.4078695413437,-57.27272727272727,{'dither': True},19,22.160524636089583
82_14_dither,2026-06-08 09:16:57.787,2026-06-08 09:18:37.787,1.666666666666714,340.7799625645995,-57.27272727272727,{'dither': True},19,22.718664170973305
84_14_dither,2026-06-08 09:18:37.787,2026-06-08 09:20:17.787,1.666666666666714,349.15205558785533,-57.27272727272727,{'dither': True},19,23.276803705857027
94_16_dither,2026-06-08 09:20:17.787,2026-06-08 09:21:57.787,1.666666666666714,350.02414861111106,-52.5974025974026,{'dither': True},19,23.334943240740742
92_16_dither,2026-06-08 09:21:57.787,2026-06-08 09:23:37.787,1.666666666666714,342.52414861111106,-52.5974025974026,{'dither': True},19,22.834943240740742
90_16_dither,2026-06-08 09:23:37.787,2026-06-08 09:25:17.787,1.666666666666714,335.0241486111111,-52.5974025974026,{'dither': True},19,22.334943240740746
88_16_dither,2026-06-08 09:25:17.787,2026-06-08 09:26:57.787,1.666666666666714,327.5241486111111,-52.5974025974026,{'dither': True},19,21.834943240740746
94_18_dither,2026-06-08 09:26:57.787,2026-06-08 09:28:37.787,1.666666666666714,319.80986289682545,-47.922077922077925,{'dither': True},19,21.320657526455033
96_18_dither,2026-06-08 09:28:37.787,2026-06-08 09:30:17.787,1.666666666666714,326.6670057539683,-47.922077922077925,{'dither': True},19,21.77780038359789
98_18_dither,2026-06-08 09:30:17.787,2026-06-08 09:31:57.787,1.666666666666714,333.5241486111111,-47.922077922077925,{'dither': True},19,22.234943240740744
100_18_dither,2026-06-08 09:31:57.787,2026-06-08 09:33:37.787,1.666666666666714,340.381291468254,-47.922077922077925,{'dither': True},19,22.692086097883603
102_18_dither,2026-06-08 09:33:37.787,2026-06-08 09:35:17.787,1.666666666666714,347.23843432539684,-47.922077922077925,{'dither': True},19,23.14922895502646
108_20_dither,2026-06-08 09:35:17.787,2026-06-08 09:36:57.787,1.666666666666714,338.57678019005846,-43.24675324675325,{'dither': True},19,22.571785346003903
