ra_deg,dec_deg,Field Name,l,b,program_id,last_scheduled_mjd
299.99999999999994,-52.5974025974026,80_16,345.7977968497146,-31.436151978813886,1,0.0
307.49999999999994,-52.5974025974026,82_16,345.9578607074685,-35.987742727736446,1,0.0
315.0,-52.5974025974026,84_16,345.5153382107016,-40.528020457519055,1,0.0
322.5,-52.5974025974026,86_16,344.3456239645368,-44.99999706934556,1,0.0
330.0,-52.5974025974026,88_16,342.2774410932409,-49.33149429497366,1,0.0
337.5,-52.5974025974026,90_16,339.08447819634114,-53.427003212688604,1,0.0
344.99999999999994,-52.5974025974026,92_16,334.4908965441885,-57.15709098926003,1,0.0
352.49999999999994,-52.5974025974026,94_16,328.218647919004,-60.347898871891495,1,0.0
0.0,-47.922077922077925,0_18,325.2866743580144,-66.91221298291448,1,0.0
6.857142857142858,-47.922077922077925,2_18,314.04705389893365,-68.68469506898211,1,0.0
13.714285714285715,-47.922077922077925,4_18,301.3189562021037,-69.19546463740186,1,0.0
20.571428571428573,-47.922077922077925,6_18,288.822513728257,-68.35226766421395,1,0.0
27.42857142857143,-47.922077922077925,8_18,278.1324337926371,-66.30335737585784,1,0.0
34.285714285714285,-47.922077922077925,10_18,269.8734468369023,-63.33487731306364,1,0.0
41.142857142857146,-47.922077922077925,12_18,263.88647015478386,-59.730111023164355,1,0.0
48.00000000000001,-47.922077922077925,14_18,259.7282257323327,-55.70654254839827,1,0.0
54.85714285714286,-47.922077922077925,16_18,256.96361243650614,-51.415329239262306,1,0.0
61.714285714285715,-47.922077922077925,18_18,255.2523683476641,-46.95946437723868,1,0.0
68.57142857142857,-47.922077922077925,20_18,254.34929271436184,-42.41072436841211,1,0.0
75.42857142857143,-47.922077922077925,22_18,254.08308001019182,-37.82149161254976,1,0.0
82.28571428571429,-47.922077922077925,24_18,254.3355252208136,-33.23234340215026,1,0.0
89.14285714285715,-47.922077922077925,26_18,255.02575156881332,-28.6768578346138,1,0.0
96.00000000000001,-47.922077922077925,28_18,256.0991435023225,-24.184712307643228,1,0.0
102.85714285714286,-47.922077922077925,30_18,257.5197254329813,-19.783749678346776,1,0.0
109.71428571428572,-47.922077922077925,32_18,259.26484832500586,-15.501411207252634,1,0.0
116.57142857142858,-47.922077922077925,34_18,261.3213407918891,-11.365763032054703,1,0.0
123.42857142857143,-47.922077922077925,36_18,263.68252996423973,-7.40623533095368,1,0.0
130.2857142857143,-47.922077922077925,38_18,266.3457135853381,-3.6541224887209607,1,0.0
137.14285714285714,-47.922077922077925,40_18,269.3097892287118,-0.14284204519862434,1,0.0
144.0,-47.922077922077925,42_18,272.5728476158787,3.092087609344536,1,0.0
