target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration
icrs,2025-12-12 02:51:43.620,2025-12-12 02:52:18.620,0.5833333333333179,79.69465648854961 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 02:52:18.620,2025-12-12 02:52:44.661,0.4340110664446861,,,[]
icrs,2025-12-12 02:52:44.661,2025-12-12 02:53:19.661,0.5833333333333179,59.99999999999999 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 02:53:19.661,2025-12-12 02:53:30.772,0.18519059060603027,,,[]
icrs,2025-12-12 02:53:30.772,2025-12-12 02:54:05.772,0.5833333333333179,59.99999999999999 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 02:54:05.772,2025-12-12 02:54:19.662,0.23148902263374183,,,[]
icrs,2025-12-12 02:54:19.662,2025-12-12 02:54:54.662,0.5833333333333179,59.99999999999999 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 02:54:54.662,2025-12-12 02:55:00.217,0.0925957956542156,,,[]
icrs,2025-12-12 02:55:00.217,2025-12-12 02:55:35.217,0.5833333333333179,59.99999999999999 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 02:55:35.217,2025-12-12 02:55:40.773,0.09259587385438195,,,[]
icrs,2025-12-12 02:55:40.773,2025-12-12 02:56:15.773,0.5833333333333179,59.99999999999999 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 02:56:15.773,2025-12-12 02:56:45.172,0.4899875250731611,,,[]
icrs,2025-12-12 02:56:45.172,2025-12-12 02:57:20.172,0.5833333333333179,78.38709677419355 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 02:57:20.172,2025-12-12 02:57:57.270,0.6182920695199812,,,[]
icrs,2025-12-12 02:57:57.270,2025-12-12 02:58:32.270,0.5833333333333179,70.63291139240508 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 02:58:32.270,2025-12-12 02:58:59.895,0.46041264414570904,,,[]
icrs,2025-12-12 02:58:59.895,2025-12-12 02:59:34.895,0.5833333333333179,80.8695652173913 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 02:59:34.895,2025-12-12 02:59:49.108,0.23689394729933255,,,[]
icrs,2025-12-12 02:59:49.108,2025-12-12 03:00:24.108,0.5833333333333179,78.1578947368421 deg,-21.11111111111111 deg,{}
TransitionBlock,2025-12-12 03:00:24.108,2025-12-12 03:00:27.136,0.05047006743778226,,,[]
icrs,2025-12-12 03:00:27.136,2025-12-12 03:01:02.136,0.5833333333333179,79.2 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:01:02.136,2025-12-12 03:01:15.204,0.2178011505282207,,,[]
icrs,2025-12-12 03:01:15.204,2025-12-12 03:01:50.204,0.5833333333333179,73.37579617834395 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 03:01:50.204,2025-12-12 03:02:29.138,0.6488909850627778,,,[]
icrs,2025-12-12 03:02:29.138,2025-12-12 03:03:04.138,0.5833333333333179,75.1304347826087 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:03:04.138,2025-12-12 03:03:29.781,0.42738497951098964,,,[]
icrs,2025-12-12 03:03:29.781,2025-12-12 03:04:04.781,0.5833333333333179,80.81632653061224 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:04:04.781,2025-12-12 03:04:10.422,0.09402007017461855,,,[]
icrs,2025-12-12 03:04:10.422,2025-12-12 03:04:45.422,0.5833333333333179,81.70212765957447 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 03:04:45.422,2025-12-12 03:05:03.256,0.29722982984790036,,,[]
icrs,2025-12-12 03:05:03.256,2025-12-12 03:05:38.256,0.5833333333333179,76.15384615384615 deg,-16.666666666666668 deg,{}
TransitionBlock,2025-12-12 03:05:38.256,2025-12-12 03:06:11.647,0.5565218813651285,,,[]
icrs,2025-12-12 03:06:11.647,2025-12-12 03:06:46.647,0.5833333333333179,78.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:06:46.647,2025-12-12 03:06:58.645,0.19996332764080194,,,[]
icrs,2025-12-12 03:06:58.645,2025-12-12 03:07:33.645,0.5833333333333179,82.66666666666667 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 03:07:33.645,2025-12-12 03:07:39.310,0.09441096062614562,,,[]
icrs,2025-12-12 03:07:39.310,2025-12-12 03:08:14.310,0.5833333333333179,81.5625 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 03:08:14.310,2025-12-12 03:08:28.233,0.23205221178153934,,,[]
icrs,2025-12-12 03:08:28.233,2025-12-12 03:09:03.233,0.5833333333333179,82.5 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 03:09:03.233,2025-12-12 03:09:14.344,0.18518811898600163,,,[]
icrs,2025-12-12 03:09:14.344,2025-12-12 03:09:49.344,0.5833333333333179,82.44274809160305 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 03:09:49.344,2025-12-12 03:10:21.722,0.5396345444169448,,,[]
icrs,2025-12-12 03:10:21.722,2025-12-12 03:10:56.722,0.5833333333333179,72.9113924050633 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 03:10:56.722,2025-12-12 03:11:14.026,0.2883899061179207,,,[]
icrs,2025-12-12 03:11:14.026,2025-12-12 03:11:49.026,0.5833333333333179,81.6 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:11:49.026,2025-12-12 03:12:00.329,0.18838198931021566,,,[]
icrs,2025-12-12 03:12:00.329,2025-12-12 03:12:35.329,0.5833333333333179,83.47826086956522 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 03:12:35.329,2025-12-12 03:12:59.269,0.3990087156032551,,,[]
icrs,2025-12-12 03:12:59.269,2025-12-12 03:13:34.269,0.5833333333333179,75.6687898089172 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 03:13:34.269,2025-12-12 03:13:41.458,0.11982128409631088,,,[]
icrs,2025-12-12 03:13:41.458,2025-12-12 03:14:16.458,0.5833333333333179,79.48051948051948 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 03:14:16.458,2025-12-12 03:14:44.304,0.4640859228179828,,,[]
icrs,2025-12-12 03:14:44.304,2025-12-12 03:15:19.304,0.5833333333333179,81.29032258064517 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 03:15:19.304,2025-12-12 03:16:00.225,0.6820178023164125,,,[]
icrs,2025-12-12 03:16:00.225,2025-12-12 03:16:35.225,0.5833333333333179,69.75 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 03:16:35.225,2025-12-12 03:17:00.418,0.4198886954253567,,,[]
icrs,2025-12-12 03:17:00.418,2025-12-12 03:17:35.418,0.5833333333333179,83.26530612244898 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:17:35.418,2025-12-12 03:17:47.858,0.20732622411475887,,,[]
icrs,2025-12-12 03:17:47.858,2025-12-12 03:18:22.858,0.5833333333333179,78.46153846153847 deg,-16.666666666666668 deg,{}
TransitionBlock,2025-12-12 03:18:22.858,2025-12-12 03:19:01.949,0.6515322723132932,,,[]
icrs,2025-12-12 03:19:01.949,2025-12-12 03:19:36.949,0.5833333333333179,74.5945945945946 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 03:19:36.949,2025-12-12 03:19:41.145,0.06992027315469329,,,[]
icrs,2025-12-12 03:19:41.145,2025-12-12 03:20:16.145,0.5833333333333179,78.26086956521739 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:20:16.145,2025-12-12 03:20:39.350,0.38675543555807934,,,[]
icrs,2025-12-12 03:20:39.350,2025-12-12 03:21:14.350,0.5833333333333179,84.99999999999999 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 03:21:14.350,2025-12-12 03:21:34.209,0.33098032275042044,,,[]
icrs,2025-12-12 03:21:34.209,2025-12-12 03:22:09.209,0.5833333333333179,81.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:22:09.209,2025-12-12 03:22:21.088,0.19799281058727303,,,[]
icrs,2025-12-12 03:22:21.088,2025-12-12 03:22:56.088,0.5833333333333179,85.33333333333333 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 03:22:56.088,2025-12-12 03:23:12.970,0.28136068996285957,,,[]
icrs,2025-12-12 03:23:12.970,2025-12-12 03:23:47.970,0.5833333333333179,82.89473684210526 deg,-21.11111111111111 deg,{}
TransitionBlock,2025-12-12 03:23:47.970,2025-12-12 03:24:07.574,0.32673702861291787,,,[]
icrs,2025-12-12 03:24:07.574,2025-12-12 03:24:42.574,0.5833333333333179,85.19083969465649 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 03:24:42.574,2025-12-12 03:25:05.103,0.375474837005374,,,[]
icrs,2025-12-12 03:25:05.103,2025-12-12 03:25:40.103,0.5833333333333179,81.81818181818181 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 03:25:40.103,2025-12-12 03:25:47.326,0.12038842072804812,,,[]
icrs,2025-12-12 03:25:47.326,2025-12-12 03:26:22.326,0.5833333333333179,77.96178343949045 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 03:26:22.326,2025-12-12 03:26:26.694,0.07280407524222099,,,[]
icrs,2025-12-12 03:26:26.694,2025-12-12 03:27:01.694,0.5833333333333179,75.18987341772151 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 03:27:01.694,2025-12-12 03:27:22.472,0.34629670132849455,,,[]
icrs,2025-12-12 03:27:22.472,2025-12-12 03:27:57.472,0.5833333333333179,85.71428571428571 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:27:57.472,2025-12-12 03:28:09.986,0.2085725391349058,,,[]
icrs,2025-12-12 03:28:09.986,2025-12-12 03:28:44.986,0.5833333333333179,80.76923076923076 deg,-16.666666666666668 deg,{}
TransitionBlock,2025-12-12 03:28:44.986,2025-12-12 03:29:03.027,0.300684138333871,,,[]
icrs,2025-12-12 03:29:03.027,2025-12-12 03:29:38.027,0.5833333333333179,86.80851063829786 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 03:29:38.027,2025-12-12 03:29:52.167,0.23565220939003595,,,[]
icrs,2025-12-12 03:29:52.167,2025-12-12 03:30:27.167,0.5833333333333179,84.19354838709677 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 03:30:27.167,2025-12-12 03:30:42.949,0.26304197911430904,,,[]
icrs,2025-12-12 03:30:42.949,2025-12-12 03:31:17.949,0.5833333333333179,71.32075471698114 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 03:31:17.949,2025-12-12 03:31:49.722,0.5295457481831534,,,[]
icrs,2025-12-12 03:31:49.722,2025-12-12 03:32:24.722,0.5833333333333179,87.5 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 03:32:24.722,2025-12-12 03:32:30.414,0.0948701419176956,,,[]
icrs,2025-12-12 03:32:30.414,2025-12-12 03:33:05.414,0.5833333333333179,86.39999999999999 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:33:05.414,2025-12-12 03:33:19.412,0.23330156387995515,,,[]
icrs,2025-12-12 03:33:19.412,2025-12-12 03:33:54.412,0.5833333333333179,88.0 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 03:33:54.412,2025-12-12 03:34:20.896,0.44139097396241667,,,[]
icrs,2025-12-12 03:34:20.896,2025-12-12 03:34:55.896,0.5833333333333179,80.2547770700637 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 03:34:55.896,2025-12-12 03:35:03.153,0.12095945223812521,,,[]
icrs,2025-12-12 03:35:03.153,2025-12-12 03:35:38.153,0.5833333333333179,84.15584415584415 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 03:35:38.153,2025-12-12 03:36:11.609,0.5576030317028646,,,[]
icrs,2025-12-12 03:36:11.609,2025-12-12 03:36:46.609,0.5833333333333179,81.3913043478261 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:36:46.609,2025-12-12 03:37:28.485,0.6979239870243426,,,[]
icrs,2025-12-12 03:37:28.485,2025-12-12 03:38:03.485,0.5833333333333179,77.46835443037976 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 03:38:03.485,2025-12-12 03:38:36.227,0.545696764313579,,,[]
icrs,2025-12-12 03:38:36.227,2025-12-12 03:39:11.227,0.5833333333333179,87.93893129770993 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 03:39:11.227,2025-12-12 03:39:16.837,0.0934991234715632,,,[]
icrs,2025-12-12 03:39:16.837,2025-12-12 03:39:51.837,0.5833333333333179,88.69565217391305 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 03:39:51.837,2025-12-12 03:40:00.309,0.14121398904572757,,,[]
icrs,2025-12-12 03:40:00.309,2025-12-12 03:40:35.309,0.5833333333333179,87.1875 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 03:40:35.309,2025-12-12 03:40:41.623,0.1052246558091241,,,[]
icrs,2025-12-12 03:40:41.623,2025-12-12 03:41:16.623,0.5833333333333179,83.99999999999999 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:41:16.623,2025-12-12 03:41:41.623,0.41666629670245925,,,[]
icrs,2025-12-12 03:41:41.623,2025-12-12 03:42:16.623,0.5833333333333179,83.99999999999999 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:42:16.623,2025-12-12 03:42:22.114,0.09152162471801617,,,[]
icrs,2025-12-12 03:42:22.114,2025-12-12 03:42:57.114,0.5833333333333179,88.16326530612244 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:42:57.114,2025-12-12 03:43:09.705,0.20984725123589953,,,[]
icrs,2025-12-12 03:43:09.705,2025-12-12 03:43:44.705,0.5833333333333179,83.07692307692307 deg,-16.666666666666668 deg,{}
TransitionBlock,2025-12-12 03:43:44.705,2025-12-12 03:44:02.855,0.3025049792709389,,,[]
icrs,2025-12-12 03:44:02.855,2025-12-12 03:44:37.855,0.5833333333333179,89.36170212765958 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 03:44:37.855,2025-12-12 03:45:02.682,0.4137826798451627,,,[]
icrs,2025-12-12 03:45:02.682,2025-12-12 03:45:37.682,0.5833333333333179,77.83783783783784 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 03:45:37.682,2025-12-12 03:45:49.402,0.1953247482792264,,,[]
icrs,2025-12-12 03:45:49.402,2025-12-12 03:46:24.402,0.5833333333333179,87.09677419354838 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 03:46:24.402,2025-12-12 03:46:49.408,0.4167708818043181,,,[]
icrs,2025-12-12 03:46:49.408,2025-12-12 03:47:24.408,0.5833333333333179,87.63157894736841 deg,-21.11111111111111 deg,{}
TransitionBlock,2025-12-12 03:47:24.408,2025-12-12 03:47:27.497,0.05148770193045493,,,[]
icrs,2025-12-12 03:47:27.497,2025-12-12 03:48:02.497,0.5833333333333179,88.8 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:48:02.497,2025-12-12 03:48:26.570,0.4012054005250576,,,[]
icrs,2025-12-12 03:48:26.570,2025-12-12 03:49:01.570,0.5833333333333179,74.25 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 03:49:01.570,2025-12-12 03:49:20.077,0.3084585062831202,,,[]
icrs,2025-12-12 03:49:20.077,2025-12-12 03:49:55.077,0.5833333333333179,86.49350649350649 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 03:49:55.077,2025-12-12 03:50:15.066,0.3331551854876835,,,[]
icrs,2025-12-12 03:50:15.066,2025-12-12 03:50:50.066,0.5833333333333179,90.66666666666669 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 03:50:50.066,2025-12-12 03:51:16.692,0.4437570765452392,,,[]
icrs,2025-12-12 03:51:16.692,2025-12-12 03:51:51.692,0.5833333333333179,82.54777070063695 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 03:51:51.692,2025-12-12 03:52:16.054,0.406042349255884,,,[]
icrs,2025-12-12 03:52:16.054,2025-12-12 03:52:51.054,0.5833333333333179,91.30434782608695 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 03:52:51.054,2025-12-12 03:53:11.621,0.3427818554028228,,,[]
icrs,2025-12-12 03:53:11.621,2025-12-12 03:53:46.621,0.5833333333333179,85.38461538461537 deg,-16.666666666666668 deg,{}
TransitionBlock,2025-12-12 03:53:46.621,2025-12-12 03:54:12.301,0.4279918599546484,,,[]
icrs,2025-12-12 03:54:12.301,2025-12-12 03:54:47.301,0.5833333333333179,90.68702290076337 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 03:54:47.301,2025-12-12 03:55:01.190,0.23148270806487403,,,[]
icrs,2025-12-12 03:55:01.190,2025-12-12 03:55:36.190,0.5833333333333179,90.61224489795916 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:55:36.190,2025-12-12 03:55:57.210,0.3503347172560467,,,[]
icrs,2025-12-12 03:55:57.210,2025-12-12 03:56:32.210,0.5833333333333179,79.74683544303798 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 03:56:32.210,2025-12-12 03:57:11.880,0.6611722641483198,,,[]
icrs,2025-12-12 03:57:11.880,2025-12-12 03:57:46.880,0.5833333333333179,87.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 03:57:46.880,2025-12-12 03:57:50.430,0.05917151480378635,,,[]
icrs,2025-12-12 03:57:50.430,2025-12-12 03:58:25.430,0.5833333333333179,84.52173913043478 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 03:58:25.430,2025-12-12 03:58:49.019,0.3931348813249258,,,[]
icrs,2025-12-12 03:58:49.019,2025-12-12 03:59:24.019,0.5833333333333179,92.5 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 03:59:24.019,2025-12-12 03:59:29.764,0.09575813216782691,,,[]
icrs,2025-12-12 03:59:29.764,2025-12-12 04:00:04.764,0.5833333333333179,91.2 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:00:04.764,2025-12-12 04:00:10.968,0.10339767695739965,,,[]
icrs,2025-12-12 04:00:10.968,2025-12-12 04:00:45.968,0.5833333333333179,88.83116883116882 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 04:00:45.968,2025-12-12 04:00:53.295,0.12211299525251462,,,[]
icrs,2025-12-12 04:00:53.295,2025-12-12 04:01:28.295,0.5833333333333179,84.84076433121018 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 04:01:28.295,2025-12-12 04:01:39.898,0.19338062323747351,,,[]
icrs,2025-12-12 04:01:39.898,2025-12-12 04:02:14.898,0.5833333333333179,76.5 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:02:14.898,2025-12-12 04:02:30.850,0.2658787647531824,,,[]
icrs,2025-12-12 04:02:30.850,2025-12-12 04:03:05.850,0.5833333333333179,87.6923076923077 deg,-16.666666666666668 deg,{}
TransitionBlock,2025-12-12 04:03:05.850,2025-12-12 04:03:18.599,0.21247977984716115,,,[]
icrs,2025-12-12 04:03:18.599,2025-12-12 04:03:53.599,0.5833333333333179,93.06122448979592 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:03:53.599,2025-12-12 04:04:14.742,0.35238401210394343,,,[]
icrs,2025-12-12 04:04:14.742,2025-12-12 04:04:49.742,0.5833333333333179,82.02531645569621 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:04:49.742,2025-12-12 04:05:22.877,0.5522511001540487,,,[]
icrs,2025-12-12 04:05:22.877,2025-12-12 04:05:57.877,0.5833333333333179,93.4351145038168 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 04:05:57.877,2025-12-12 04:06:06.280,0.1400426856308279,,,[]
icrs,2025-12-12 04:06:06.280,2025-12-12 04:06:41.280,0.5833333333333179,94.46808510638296 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 04:06:41.280,2025-12-12 04:06:52.520,0.18734369377522597,,,[]
icrs,2025-12-12 04:06:52.520,2025-12-12 04:07:27.520,0.5833333333333179,92.8125 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 04:07:27.520,2025-12-12 04:07:42.889,0.2561472923299313,,,[]
icrs,2025-12-12 04:07:42.889,2025-12-12 04:08:17.889,0.5833333333333179,81.08108108108108 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:08:17.889,2025-12-12 04:08:53.108,0.5869822219813514,,,[]
icrs,2025-12-12 04:08:53.108,2025-12-12 04:09:28.108,0.5833333333333179,92.36842105263158 deg,-21.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:09:28.108,2025-12-12 04:09:36.962,0.14756613376906813,,,[]
icrs,2025-12-12 04:09:36.962,2025-12-12 04:10:11.962,0.5833333333333179,95.0 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 04:10:11.962,2025-12-12 04:10:17.737,0.0962540615824814,,,[]
icrs,2025-12-12 04:10:17.737,2025-12-12 04:10:52.737,0.5833333333333179,93.6 deg,-23.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:10:52.737,2025-12-12 04:10:58.974,0.10394195791946004,,,[]
icrs,2025-12-12 04:10:58.974,2025-12-12 04:11:33.974,0.5833333333333179,91.16883116883118 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 04:11:33.974,2025-12-12 04:11:41.336,0.12269539565817666,,,[]
icrs,2025-12-12 04:11:41.336,2025-12-12 04:12:16.336,0.5833333333333179,87.13375796178345 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 04:12:16.336,2025-12-12 04:12:55.228,0.6482081923864591,,,[]
icrs,2025-12-12 04:12:55.228,2025-12-12 04:13:30.228,0.5833333333333179,87.65217391304348 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:13:30.228,2025-12-12 04:13:37.550,0.12202948234344646,,,[]
icrs,2025-12-12 04:13:37.550,2025-12-12 04:14:12.550,0.5833333333333179,92.90322580645162 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:14:12.550,2025-12-12 04:14:32.181,0.327185582109184,,,[]
icrs,2025-12-12 04:14:32.181,2025-12-12 04:15:07.181,0.5833333333333179,95.51020408163264 deg,-25.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:15:07.181,2025-12-12 04:15:15.587,0.1401037333017463,,,[]
icrs,2025-12-12 04:15:15.587,2025-12-12 04:15:50.587,0.5833333333333179,96.52173913043478 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 04:15:50.587,2025-12-12 04:16:19.252,0.477753021120666,,,[]
icrs,2025-12-12 04:16:19.252,2025-12-12 04:16:54.252,0.5833333333333179,84.30379746835443 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:16:54.252,2025-12-12 04:17:27.595,0.5557073216139585,,,[]
icrs,2025-12-12 04:17:27.595,2025-12-12 04:18:02.595,0.5833333333333179,96.18320610687024 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 04:18:02.595,2025-12-12 04:18:10.974,0.1396481889414325,,,[]
icrs,2025-12-12 04:18:10.974,2025-12-12 04:18:45.974,0.5833333333333179,97.02127659574468 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 04:18:45.974,2025-12-12 04:19:11.322,0.42247370348976077,,,[]
icrs,2025-12-12 04:19:11.322,2025-12-12 04:19:46.322,0.5833333333333179,84.32432432432432 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:19:46.322,2025-12-12 04:20:28.323,0.7000221667333584,,,[]
icrs,2025-12-12 04:20:28.323,2025-12-12 04:21:03.323,0.5833333333333179,89.4267515923567 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 04:21:03.323,2025-12-12 04:21:39.637,0.6052193516757498,,,[]
icrs,2025-12-12 04:21:39.637,2025-12-12 04:22:14.637,0.5833333333333179,93.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:22:14.637,2025-12-12 04:22:54.138,0.6583608577655831,,,[]
icrs,2025-12-12 04:22:54.138,2025-12-12 04:23:29.138,0.5833333333333179,86.58227848101266 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:23:29.138,2025-12-12 04:24:00.123,0.5164135933143399,,,[]
icrs,2025-12-12 04:24:00.123,2025-12-12 04:24:35.123,0.5833333333333179,98.66666666666669 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 04:24:35.123,2025-12-12 04:24:43.921,0.14662994700991305,,,[]
icrs,2025-12-12 04:24:43.921,2025-12-12 04:25:18.921,0.5833333333333179,95.80645161290325 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:25:18.921,2025-12-12 04:26:01.100,0.702992706914074,,,[]
icrs,2025-12-12 04:26:01.100,2025-12-12 04:26:36.100,0.5833333333333179,81.0 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:26:36.100,2025-12-12 04:27:21.765,0.7610795410103677,,,[]
icrs,2025-12-12 04:27:21.765,2025-12-12 04:27:56.765,0.5833333333333179,90.78260869565216 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:27:56.765,2025-12-12 04:28:10.253,0.22479396309002198,,,[]
icrs,2025-12-12 04:28:10.253,2025-12-12 04:28:45.253,0.5833333333333179,98.93129770992368 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 04:28:45.253,2025-12-12 04:28:48.073,0.04700371696152672,,,[]
icrs,2025-12-12 04:28:48.073,2025-12-12 04:29:23.073,0.5833333333333179,98.4375 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 04:29:23.073,2025-12-12 04:30:02.973,0.6649955546326858,,,[]
icrs,2025-12-12 04:30:02.973,2025-12-12 04:30:37.973,0.5833333333333179,83.25 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:30:37.973,2025-12-12 04:30:45.394,0.12368072781324457,,,[]
icrs,2025-12-12 04:30:45.394,2025-12-12 04:31:20.394,0.5833333333333179,88.8607594936709 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:31:20.394,2025-12-12 04:32:04.858,0.7410784038390794,,,[]
icrs,2025-12-12 04:32:04.858,2025-12-12 04:32:39.858,0.5833333333333179,87.56756756756758 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:32:39.858,2025-12-12 04:32:49.087,0.15381657309214702,,,[]
icrs,2025-12-12 04:32:49.087,2025-12-12 04:33:24.087,0.5833333333333179,96.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:33:24.087,2025-12-12 04:33:35.198,0.18518219124530333,,,[]
icrs,2025-12-12 04:33:35.198,2025-12-12 04:34:10.198,0.5833333333333179,96.0 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 04:34:10.198,2025-12-12 04:34:18.950,0.14585525303278501,,,[]
icrs,2025-12-12 04:34:18.950,2025-12-12 04:34:53.950,0.5833333333333179,98.70967741935485 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:34:53.950,2025-12-12 04:35:35.479,0.692159357074793,,,[]
icrs,2025-12-12 04:35:35.479,2025-12-12 04:36:10.479,0.5833333333333179,85.5 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:36:10.479,2025-12-12 04:36:58.032,0.7925508260253444,,,[]
