ra_deg,dec_deg,visible_all_night
72.0,-78.88888888888889,True
82.28571428571429,-78.88888888888889,True
92.57142857142856,-78.88888888888889,True
102.85714285714286,-78.88888888888889,True
113.14285714285714,-78.88888888888889,False
123.42857142857144,-78.88888888888889,False
133.71428571428572,-78.88888888888889,False
144.0,-78.88888888888889,False
154.28571428571428,-78.88888888888889,False
164.57142857142858,-78.88888888888889,False
174.85714285714286,-78.88888888888889,False
185.1428571428571,-78.88888888888889,False
195.42857142857144,-78.88888888888889,False
205.71428571428572,-78.88888888888889,False
216.0,-78.88888888888889,False
226.28571428571428,-78.88888888888889,False
236.57142857142856,-78.88888888888889,False
246.8571428571429,-78.88888888888889,False
257.14285714285717,-78.88888888888889,False
267.42857142857144,-78.88888888888889,False
277.7142857142857,-78.88888888888889,False
288.0,-78.88888888888889,False
298.2857142857143,-78.88888888888889,False
308.57142857142856,-78.88888888888889,False
318.85714285714283,-78.88888888888889,False
329.14285714285717,-78.88888888888889,False
339.42857142857144,-78.88888888888889,False
349.7142857142857,-78.88888888888889,False
0.0,-76.66666666666667,False
8.78048780487805,-76.66666666666667,False
17.5609756097561,-76.66666666666667,False
26.34146341463415,-76.66666666666667,False
35.1219512195122,-76.66666666666667,False
43.90243902439025,-76.66666666666667,True
52.6829268292683,-76.66666666666667,True
61.46341463414635,-76.66666666666667,True
70.2439024390244,-76.66666666666667,True
79.02439024390245,-76.66666666666667,True
87.8048780487805,-76.66666666666667,True
96.58536585365854,-76.66666666666667,True
105.3658536585366,-76.66666666666667,True
114.14634146341464,-76.66666666666667,False
122.9268292682927,-76.66666666666667,False
131.70731707317074,-76.66666666666667,False
140.4878048780488,-76.66666666666667,False
149.26829268292684,-76.66666666666667,False
158.0487804878049,-76.66666666666667,False
166.82926829268294,-76.66666666666667,False
175.609756097561,-76.66666666666667,False
184.39024390243904,-76.66666666666667,False
193.1707317073171,-76.66666666666667,False
201.9512195121951,-76.66666666666667,False
210.7317073170732,-76.66666666666667,False
219.51219512195124,-76.66666666666667,False
228.2926829268293,-76.66666666666667,False
237.07317073170736,-76.66666666666667,False
245.8536585365854,-76.66666666666667,False
254.63414634146343,-76.66666666666667,False
263.4146341463415,-76.66666666666667,False
272.1951219512195,-76.66666666666667,False
280.9756097560976,-76.66666666666667,False
289.75609756097566,-76.66666666666667,False
298.5365853658537,-76.66666666666667,False
307.31707317073176,-76.66666666666667,False
316.0975609756098,-76.66666666666667,False
324.8780487804878,-76.66666666666667,False
333.6585365853659,-76.66666666666667,False
342.4390243902439,-76.66666666666667,False
351.219512195122,-76.66666666666667,False
0.0,-74.44444444444444,False
7.659574468085107,-74.44444444444444,False
15.319148936170214,-74.44444444444444,False
22.97872340425532,-74.44444444444444,False
30.638297872340427,-74.44444444444444,False
38.297872340425535,-74.44444444444444,False
45.95744680851064,-74.44444444444444,True
53.61702127659574,-74.44444444444444,True
61.276595744680854,-74.44444444444444,True
68.93617021276596,-74.44444444444444,True
76.59574468085107,-74.44444444444444,True
84.25531914893617,-74.44444444444444,True
91.91489361702128,-74.44444444444444,True
99.5744680851064,-74.44444444444444,True
107.23404255319149,-74.44444444444444,True
114.8936170212766,-74.44444444444444,False
122.55319148936172,-74.44444444444444,False
130.2127659574468,-74.44444444444444,False
137.87234042553192,-74.44444444444444,False
145.53191489361703,-74.44444444444444,False
153.19148936170214,-74.44444444444444,False
160.85106382978722,-74.44444444444444,False
168.51063829787233,-74.44444444444444,False
176.17021276595744,-74.44444444444444,False
183.82978723404256,-74.44444444444444,False
191.48936170212767,-74.44444444444444,False
199.1489361702128,-74.44444444444444,False
206.8085106382979,-74.44444444444444,False
214.46808510638297,-74.44444444444444,False
222.12765957446808,-74.44444444444444,False
229.7872340425532,-74.44444444444444,False
237.4468085106383,-74.44444444444444,False
245.10638297872345,-74.44444444444444,False
252.76595744680853,-74.44444444444444,False
260.4255319148936,-74.44444444444444,False
268.0851063829787,-74.44444444444444,False
275.74468085106383,-74.44444444444444,False
283.40425531914894,-74.44444444444444,False
291.06382978723406,-74.44444444444444,False
298.72340425531917,-74.44444444444444,False
306.3829787234043,-74.44444444444444,False
314.04255319148933,-74.44444444444444,False
321.70212765957444,-74.44444444444444,False
329.36170212765956,-74.44444444444444,False
337.02127659574467,-74.44444444444444,False
344.6808510638298,-74.44444444444444,False
352.3404255319149,-74.44444444444444,False
0.0,-72.22222222222221,False
6.7924528301886795,-72.22222222222221,False
13.58490566037736,-72.22222222222221,False
20.37735849056604,-72.22222222222221,False
27.16981132075472,-72.22222222222221,False
33.9622641509434,-72.22222222222221,False
40.75471698113208,-72.22222222222221,False
47.54716981132076,-72.22222222222221,True
54.33962264150944,-72.22222222222221,True
61.13207547169811,-72.22222222222221,True
67.9245283018868,-72.22222222222221,True
74.71698113207547,-72.22222222222221,True
81.50943396226415,-72.22222222222221,True
88.30188679245283,-72.22222222222221,True
95.09433962264151,-72.22222222222221,True
101.8867924528302,-72.22222222222221,True
108.67924528301889,-72.22222222222221,True
115.47169811320757,-72.22222222222221,False
122.26415094339625,-72.22222222222221,False
129.0566037735849,-72.22222222222221,False
135.8490566037736,-72.22222222222221,False
142.64150943396228,-72.22222222222221,False
149.43396226415095,-72.22222222222221,False
156.2264150943396,-72.22222222222221,False
163.0188679245283,-72.22222222222221,False
169.81132075471697,-72.22222222222221,False
176.60377358490567,-72.22222222222221,False
183.39622641509436,-72.22222222222221,False
190.18867924528303,-72.22222222222221,False
196.9811320754717,-72.22222222222221,False
203.7735849056604,-72.22222222222221,False
210.56603773584908,-72.22222222222221,False
217.35849056603777,-72.22222222222221,False
224.1509433962264,-72.22222222222221,False
230.9433962264151,-72.22222222222221,False
237.73584905660377,-72.22222222222221,False
244.5283018867925,-72.22222222222221,False
251.32075471698116,-72.22222222222221,False
258.1132075471698,-72.22222222222221,False
264.9056603773585,-72.22222222222221,False
271.6981132075472,-72.22222222222221,False
278.49056603773585,-72.22222222222221,False
285.28301886792457,-72.22222222222221,False
292.07547169811323,-72.22222222222221,False
298.8679245283019,-72.22222222222221,False
305.66037735849056,-72.22222222222221,False
312.45283018867923,-72.22222222222221,False
319.24528301886795,-72.22222222222221,False
326.0377358490566,-72.22222222222221,False
332.8301886792453,-72.22222222222221,False
339.62264150943395,-72.22222222222221,False
346.41509433962267,-72.22222222222221,False
353.20754716981133,-72.22222222222221,False
0.0,-70.0,False
6.206896551724138,-70.0,False
12.413793103448276,-70.0,False
18.620689655172416,-70.0,False
24.82758620689655,-70.0,False
31.03448275862069,-70.0,False
37.24137931034483,-70.0,False
43.44827586206897,-70.0,False
49.6551724137931,-70.0,True
55.862068965517246,-70.0,True
62.06896551724138,-70.0,True
68.27586206896552,-70.0,True
74.48275862068967,-70.0,True
80.68965517241381,-70.0,True
86.89655172413794,-70.0,True
93.10344827586206,-70.0,True
99.3103448275862,-70.0,True
105.51724137931036,-70.0,True
111.72413793103448,-70.0,False
117.93103448275862,-70.0,False
124.13793103448276,-70.0,False
130.3448275862069,-70.0,False
136.55172413793105,-70.0,False
142.75862068965515,-70.0,False
148.96551724137933,-70.0,False
155.17241379310346,-70.0,False
161.37931034482762,-70.0,False
167.58620689655172,-70.0,False
173.79310344827587,-70.0,False
180.0,-70.0,False
186.20689655172413,-70.0,False
192.41379310344828,-70.0,False
198.6206896551724,-70.0,False
204.82758620689657,-70.0,False
211.0344827586207,-70.0,False
217.24137931034485,-70.0,False
223.44827586206895,-70.0,False
229.6551724137931,-70.0,False
235.86206896551724,-70.0,False
242.0689655172414,-70.0,False
248.27586206896552,-70.0,False
254.48275862068968,-70.0,False
260.6896551724138,-70.0,False
266.8965517241379,-70.0,False
273.1034482758621,-70.0,False
279.3103448275862,-70.0,False
285.51724137931035,-70.0,False
291.7241379310345,-70.0,False
297.93103448275866,-70.0,False
304.13793103448273,-70.0,False
310.3448275862069,-70.0,False
316.55172413793105,-70.0,False
322.75862068965523,-70.0,False
328.9655172413793,-70.0,False
335.17241379310343,-70.0,False
341.3793103448276,-70.0,False
347.58620689655174,-70.0,False
353.7931034482759,-70.0,False
0.0,-67.77777777777777,False
5.625,-67.77777777777777,False
11.25,-67.77777777777777,False
16.875,-67.77777777777777,False
22.5,-67.77777777777777,False
28.125,-67.77777777777777,False
33.75,-67.77777777777777,False
39.375,-67.77777777777777,False
45.0,-67.77777777777777,True
50.625,-67.77777777777777,True
56.25,-67.77777777777777,True
61.87499999999999,-67.77777777777777,True
67.5,-67.77777777777777,True
73.125,-67.77777777777777,True
78.75,-67.77777777777777,True
84.375,-67.77777777777777,True
90.0,-67.77777777777777,True
95.625,-67.77777777777777,True
101.25,-67.77777777777777,True
106.875,-67.77777777777777,True
112.5,-67.77777777777777,False
118.125,-67.77777777777777,False
123.75,-67.77777777777777,False
129.375,-67.77777777777777,False
135.0,-67.77777777777777,False
140.625,-67.77777777777777,False
146.25,-67.77777777777777,False
151.875,-67.77777777777777,False
157.5,-67.77777777777777,False
163.125,-67.77777777777777,False
168.75,-67.77777777777777,False
174.375,-67.77777777777777,False
180.0,-67.77777777777777,False
185.625,-67.77777777777777,False
191.25,-67.77777777777777,False
196.875,-67.77777777777777,False
202.5,-67.77777777777777,False
208.125,-67.77777777777777,False
213.75,-67.77777777777777,False
219.375,-67.77777777777777,False
225.0,-67.77777777777777,False
230.62499999999997,-67.77777777777777,False
236.25,-67.77777777777777,False
241.875,-67.77777777777777,False
247.49999999999997,-67.77777777777777,False
253.125,-67.77777777777777,False
258.75,-67.77777777777777,False
264.375,-67.77777777777777,False
270.0,-67.77777777777777,False
275.625,-67.77777777777777,False
281.25,-67.77777777777777,False
286.875,-67.77777777777777,False
292.5,-67.77777777777777,False
298.125,-67.77777777777777,False
303.75,-67.77777777777777,False
309.375,-67.77777777777777,False
315.0,-67.77777777777777,False
320.625,-67.77777777777777,False
326.25,-67.77777777777777,False
331.875,-67.77777777777777,False
337.5,-67.77777777777777,False
343.125,-67.77777777777777,False
348.75,-67.77777777777777,False
354.375,-67.77777777777777,False
0.0,-65.55555555555556,False
5.142857142857143,-65.55555555555556,False
10.285714285714286,-65.55555555555556,False
15.428571428571429,-65.55555555555556,False
20.571428571428573,-65.55555555555556,False
25.714285714285715,-65.55555555555556,False
30.857142857142858,-65.55555555555556,False
36.0,-65.55555555555556,False
41.142857142857146,-65.55555555555556,False
46.285714285714285,-65.55555555555556,True
51.42857142857143,-65.55555555555556,True
56.57142857142857,-65.55555555555556,True
61.714285714285715,-65.55555555555556,True
66.85714285714286,-65.55555555555556,True
72.0,-65.55555555555556,True
77.14285714285714,-65.55555555555556,True
82.28571428571429,-65.55555555555556,True
87.42857142857143,-65.55555555555556,True
92.57142857142856,-65.55555555555556,True
97.71428571428572,-65.55555555555556,True
102.85714285714286,-65.55555555555556,True
108.0,-65.55555555555556,True
113.14285714285714,-65.55555555555556,False
118.28571428571428,-65.55555555555556,False
123.42857142857144,-65.55555555555556,False
128.57142857142858,-65.55555555555556,False
133.71428571428572,-65.55555555555556,False
138.85714285714286,-65.55555555555556,False
144.0,-65.55555555555556,False
149.14285714285714,-65.55555555555556,False
154.28571428571428,-65.55555555555556,False
159.42857142857142,-65.55555555555556,False
164.57142857142858,-65.55555555555556,False
169.71428571428572,-65.55555555555556,False
174.85714285714286,-65.55555555555556,False
180.0,-65.55555555555556,False
185.1428571428571,-65.55555555555556,False
190.28571428571428,-65.55555555555556,False
195.42857142857144,-65.55555555555556,False
200.57142857142856,-65.55555555555556,False
205.71428571428572,-65.55555555555556,False
210.8571428571429,-65.55555555555556,False
216.0,-65.55555555555556,False
221.1428571428571,-65.55555555555556,False
226.28571428571428,-65.55555555555556,False
231.42857142857144,-65.55555555555556,False
236.57142857142856,-65.55555555555556,False
241.71428571428572,-65.55555555555556,False
246.8571428571429,-65.55555555555556,False
252.0,-65.55555555555556,False
257.14285714285717,-65.55555555555556,False
262.2857142857143,-65.55555555555556,False
267.42857142857144,-65.55555555555556,False
272.57142857142856,-65.55555555555556,False
277.7142857142857,-65.55555555555556,False
282.85714285714283,-65.55555555555556,False
288.0,-65.55555555555556,False
293.14285714285717,-65.55555555555556,False
298.2857142857143,-65.55555555555556,False
303.42857142857144,-65.55555555555556,False
308.57142857142856,-65.55555555555556,False
313.7142857142857,-65.55555555555556,False
318.85714285714283,-65.55555555555556,False
324.0,-65.55555555555556,False
329.14285714285717,-65.55555555555556,False
334.2857142857143,-65.55555555555556,False
339.42857142857144,-65.55555555555556,False
344.57142857142856,-65.55555555555556,False
349.7142857142857,-65.55555555555556,False
354.85714285714283,-65.55555555555556,False
0.0,-63.33333333333333,False
4.7368421052631575,-63.33333333333333,False
9.473684210526317,-63.33333333333333,False
14.210526315789473,-63.33333333333333,False
18.94736842105263,-63.33333333333333,False
23.68421052631579,-63.33333333333333,False
28.421052631578945,-63.33333333333333,False
33.1578947368421,-63.33333333333333,False
37.89473684210526,-63.33333333333333,False
42.63157894736842,-63.33333333333333,False
47.36842105263158,-63.33333333333333,True
52.10526315789474,-63.33333333333333,True
56.84210526315789,-63.33333333333333,True
61.57894736842105,-63.33333333333333,True
66.3157894736842,-63.33333333333333,True
71.05263157894737,-63.33333333333333,True
75.78947368421052,-63.33333333333333,True
80.52631578947368,-63.33333333333333,True
85.26315789473684,-63.33333333333333,True
90.0,-63.33333333333333,True
94.73684210526316,-63.33333333333333,True
99.47368421052632,-63.33333333333333,True
104.21052631578948,-63.33333333333333,True
108.94736842105264,-63.33333333333333,False
113.68421052631578,-63.33333333333333,False
118.42105263157896,-63.33333333333333,False
123.1578947368421,-63.33333333333333,False
127.89473684210527,-63.33333333333333,False
132.6315789473684,-63.33333333333333,False
137.3684210526316,-63.33333333333333,False
142.10526315789474,-63.33333333333333,False
146.8421052631579,-63.33333333333333,False
151.57894736842104,-63.33333333333333,False
156.3157894736842,-63.33333333333333,False
161.05263157894737,-63.33333333333333,False
165.78947368421052,-63.33333333333333,False
170.52631578947367,-63.33333333333333,False
175.26315789473682,-63.33333333333333,False
180.0,-63.33333333333333,False
184.73684210526315,-63.33333333333333,False
189.47368421052633,-63.33333333333333,False
194.21052631578945,-63.33333333333333,False
198.94736842105263,-63.33333333333333,False
203.68421052631575,-63.33333333333333,False
208.42105263157896,-63.33333333333333,False
213.1578947368421,-63.33333333333333,False
217.8947368421053,-63.33333333333333,False
222.6315789473684,-63.33333333333333,False
227.36842105263156,-63.33333333333333,False
232.1052631578947,-63.33333333333333,False
236.8421052631579,-63.33333333333333,False
241.578947368421,-63.33333333333333,False
246.3157894736842,-63.33333333333333,False
251.05263157894737,-63.33333333333333,False
255.78947368421055,-63.33333333333333,False
260.52631578947364,-63.33333333333333,False
265.2631578947368,-63.33333333333333,False
270.0,-63.33333333333333,False
274.7368421052632,-63.33333333333333,False
279.4736842105263,-63.33333333333333,False
284.2105263157895,-63.33333333333333,False
288.94736842105266,-63.33333333333333,False
293.6842105263158,-63.33333333333333,False
298.4210526315789,-63.33333333333333,False
303.1578947368421,-63.33333333333333,False
307.89473684210526,-63.33333333333333,False
312.6315789473684,-63.33333333333333,False
317.36842105263156,-63.33333333333333,False
322.10526315789474,-63.33333333333333,False
326.8421052631579,-63.33333333333333,False
331.57894736842104,-63.33333333333333,False
336.3157894736842,-63.33333333333333,False
341.05263157894734,-63.33333333333333,False
345.7894736842105,-63.33333333333333,False
350.52631578947364,-63.33333333333333,False
355.2631578947368,-63.33333333333333,False
0.0,-61.11111111111111,False
4.444444444444445,-61.11111111111111,False
8.88888888888889,-61.11111111111111,False
13.333333333333332,-61.11111111111111,False
17.77777777777778,-61.11111111111111,False
22.22222222222222,-61.11111111111111,False
26.666666666666664,-61.11111111111111,False
31.11111111111111,-61.11111111111111,False
35.55555555555556,-61.11111111111111,False
40.0,-61.11111111111111,False
44.44444444444444,-61.11111111111111,False
48.888888888888886,-61.11111111111111,True
53.33333333333333,-61.11111111111111,True
57.77777777777777,-61.11111111111111,True
62.22222222222222,-61.11111111111111,True
66.66666666666666,-61.11111111111111,True
71.11111111111111,-61.11111111111111,True
75.55555555555556,-61.11111111111111,True
80.0,-61.11111111111111,True
84.44444444444444,-61.11111111111111,True
88.88888888888889,-61.11111111111111,True
93.33333333333331,-61.11111111111111,True
97.77777777777776,-61.11111111111111,True
102.22222222222224,-61.11111111111111,True
106.66666666666666,-61.11111111111111,True
111.1111111111111,-61.11111111111111,False
115.55555555555554,-61.11111111111111,False
120.0,-61.11111111111111,False
124.44444444444444,-61.11111111111111,False
128.88888888888889,-61.11111111111111,False
133.33333333333331,-61.11111111111111,False
137.77777777777777,-61.11111111111111,False
142.22222222222223,-61.11111111111111,False
146.66666666666666,-61.11111111111111,False
151.11111111111111,-61.11111111111111,False
155.55555555555554,-61.11111111111111,False
160.0,-61.11111111111111,False
164.44444444444443,-61.11111111111111,False
168.88888888888889,-61.11111111111111,False
173.33333333333334,-61.11111111111111,False
177.77777777777777,-61.11111111111111,False
182.22222222222223,-61.11111111111111,False
186.66666666666663,-61.11111111111111,False
191.11111111111111,-61.11111111111111,False
195.55555555555551,-61.11111111111111,False
200.0,-61.11111111111111,False
204.44444444444449,-61.11111111111111,False
208.88888888888889,-61.11111111111111,False
213.33333333333331,-61.11111111111111,False
217.77777777777777,-61.11111111111111,False
222.2222222222222,-61.11111111111111,False
226.66666666666663,-61.11111111111111,False
231.1111111111111,-61.11111111111111,False
235.55555555555551,-61.11111111111111,False
239.99999999999997,-61.11111111111111,False
244.44444444444443,-61.11111111111111,False
248.88888888888889,-61.11111111111111,False
253.33333333333331,-61.11111111111111,False
257.77777777777777,-61.11111111111111,False
262.22222222222223,-61.11111111111111,False
266.66666666666663,-61.11111111111111,False
271.1111111111111,-61.11111111111111,False
275.55555555555554,-61.11111111111111,False
280.0,-61.11111111111111,False
284.44444444444446,-61.11111111111111,False
288.88888888888886,-61.11111111111111,False
293.3333333333333,-61.11111111111111,False
297.77777777777777,-61.11111111111111,False
302.22222222222223,-61.11111111111111,False
306.6666666666667,-61.11111111111111,False
311.1111111111111,-61.11111111111111,False
315.55555555555554,-61.11111111111111,False
320.0,-61.11111111111111,False
324.44444444444446,-61.11111111111111,False
328.88888888888886,-61.11111111111111,False
333.3333333333333,-61.11111111111111,False
337.77777777777777,-61.11111111111111,False
342.22222222222223,-61.11111111111111,False
346.6666666666667,-61.11111111111111,False
351.1111111111111,-61.11111111111111,False
355.55555555555554,-61.11111111111111,False
0.0,-58.888888888888886,False
4.186046511627907,-58.888888888888886,False
8.372093023255815,-58.888888888888886,False
12.55813953488372,-58.888888888888886,False
16.74418604651163,-58.888888888888886,False
20.930232558139537,-58.888888888888886,False
25.11627906976744,-58.888888888888886,False
29.30232558139535,-58.888888888888886,False
33.48837209302326,-58.888888888888886,False
37.674418604651166,-58.888888888888886,False
41.86046511627907,-58.888888888888886,False
46.04651162790698,-58.888888888888886,True
50.23255813953488,-58.888888888888886,True
54.41860465116279,-58.888888888888886,True
58.6046511627907,-58.888888888888886,True
62.79069767441862,-58.888888888888886,True
66.97674418604652,-58.888888888888886,True
71.16279069767441,-58.888888888888886,True
75.34883720930233,-58.888888888888886,True
79.53488372093024,-58.888888888888886,True
83.72093023255815,-58.888888888888886,True
87.90697674418605,-58.888888888888886,True
92.09302325581396,-58.888888888888886,True
96.27906976744188,-58.888888888888886,True
100.46511627906976,-58.888888888888886,True
104.65116279069768,-58.888888888888886,True
108.83720930232558,-58.888888888888886,False
113.0232558139535,-58.888888888888886,False
117.2093023255814,-58.888888888888886,False
121.3953488372093,-58.888888888888886,False
125.58139534883723,-58.888888888888886,False
129.76744186046514,-58.888888888888886,False
133.95348837209303,-58.888888888888886,False
138.13953488372093,-58.888888888888886,False
142.32558139534882,-58.888888888888886,False
146.51162790697677,-58.888888888888886,False
150.69767441860466,-58.888888888888886,False
154.88372093023256,-58.888888888888886,False
159.06976744186048,-58.888888888888886,False
163.2558139534884,-58.888888888888886,False
167.4418604651163,-58.888888888888886,False
171.6279069767442,-58.888888888888886,False
175.8139534883721,-58.888888888888886,False
180.0,-58.888888888888886,False
184.18604651162792,-58.888888888888886,False
188.3720930232558,-58.888888888888886,False
192.55813953488376,-58.888888888888886,False
196.74418604651163,-58.888888888888886,False
200.93023255813952,-58.888888888888886,False
205.11627906976747,-58.888888888888886,False
209.30232558139537,-58.888888888888886,False
213.4883720930233,-58.888888888888886,False
217.67441860465115,-58.888888888888886,False
221.8604651162791,-58.888888888888886,False
226.046511627907,-58.888888888888886,False
230.23255813953492,-58.888888888888886,False
234.4186046511628,-58.888888888888886,False
238.60465116279073,-58.888888888888886,False
242.7906976744186,-58.888888888888886,False
246.97674418604652,-58.888888888888886,False
251.16279069767447,-58.888888888888886,False
255.34883720930233,-58.888888888888886,False
259.5348837209303,-58.888888888888886,False
263.72093023255815,-58.888888888888886,False
267.90697674418607,-58.888888888888886,False
272.093023255814,-58.888888888888886,False
276.27906976744185,-58.888888888888886,False
280.4651162790698,-58.888888888888886,False
284.65116279069764,-58.888888888888886,False
288.8372093023256,-58.888888888888886,False
293.02325581395354,-58.888888888888886,False
297.2093023255814,-58.888888888888886,False
301.3953488372093,-58.888888888888886,False
305.5813953488372,-58.888888888888886,False
309.7674418604651,-58.888888888888886,False
313.95348837209303,-58.888888888888886,False
318.13953488372096,-58.888888888888886,False
322.3255813953489,-58.888888888888886,False
326.5116279069768,-58.888888888888886,False
330.69767441860466,-58.888888888888886,False
334.8837209302326,-58.888888888888886,False
339.06976744186045,-58.888888888888886,False
343.25581395348837,-58.888888888888886,False
347.4418604651163,-58.888888888888886,False
351.6279069767442,-58.888888888888886,False
355.81395348837214,-58.888888888888886,False
0.0,-56.66666666666667,False
3.9130434782608696,-56.66666666666667,False
7.826086956521739,-56.66666666666667,False
11.73913043478261,-56.66666666666667,False
15.652173913043478,-56.66666666666667,False
19.565217391304344,-56.66666666666667,False
23.47826086956522,-56.66666666666667,False
27.39130434782609,-56.66666666666667,False
31.304347826086957,-56.66666666666667,False
35.21739130434782,-56.66666666666667,False
39.13043478260869,-56.66666666666667,False
43.04347826086956,-56.66666666666667,False
46.95652173913044,-56.66666666666667,True
50.869565217391305,-56.66666666666667,True
54.78260869565218,-56.66666666666667,True
58.69565217391305,-56.66666666666667,True
62.608695652173914,-56.66666666666667,True
66.52173913043478,-56.66666666666667,True
70.43478260869564,-56.66666666666667,True
74.34782608695652,-56.66666666666667,True
78.26086956521738,-56.66666666666667,True
82.17391304347827,-56.66666666666667,True
86.08695652173913,-56.66666666666667,True
90.0,-56.66666666666667,True
93.91304347826087,-56.66666666666667,True
97.82608695652172,-56.66666666666667,True
101.7391304347826,-56.66666666666667,True
105.65217391304348,-56.66666666666667,True
109.56521739130436,-56.66666666666667,False
113.47826086956522,-56.66666666666667,False
117.3913043478261,-56.66666666666667,False
121.30434782608694,-56.66666666666667,False
125.21739130434784,-56.66666666666667,False
129.13043478260872,-56.66666666666667,False
133.04347826086956,-56.66666666666667,False
136.95652173913044,-56.66666666666667,False
140.86956521739128,-56.66666666666667,False
144.7826086956522,-56.66666666666667,False
148.69565217391303,-56.66666666666667,False
152.6086956521739,-56.66666666666667,False
156.52173913043475,-56.66666666666667,False
160.43478260869566,-56.66666666666667,False
164.34782608695653,-56.66666666666667,False
168.26086956521738,-56.66666666666667,False
172.17391304347825,-56.66666666666667,False
176.08695652173913,-56.66666666666667,False
180.0,-56.66666666666667,False
183.91304347826085,-56.66666666666667,False
187.82608695652175,-56.66666666666667,False
191.73913043478265,-56.66666666666667,False
195.65217391304347,-56.66666666666667,False
199.56521739130432,-56.66666666666667,False
203.4782608695652,-56.66666666666667,False
207.3913043478261,-56.66666666666667,False
211.30434782608697,-56.66666666666667,False
215.2173913043478,-56.66666666666667,False
219.13043478260872,-56.66666666666667,False
223.04347826086956,-56.66666666666667,False
226.95652173913044,-56.66666666666667,False
230.86956521739128,-56.66666666666667,False
234.7826086956522,-56.66666666666667,False
238.69565217391303,-56.66666666666667,False
242.60869565217388,-56.66666666666667,False
246.52173913043475,-56.66666666666667,False
250.43478260869568,-56.66666666666667,False
254.34782608695653,-56.66666666666667,False
258.26086956521743,-56.66666666666667,False
262.17391304347825,-56.66666666666667,False
266.0869565217391,-56.66666666666667,False
270.0,-56.66666666666667,False
273.9130434782609,-56.66666666666667,False
277.8260869565217,-56.66666666666667,False
281.73913043478257,-56.66666666666667,False
285.6521739130435,-56.66666666666667,False
289.5652173913044,-56.66666666666667,False
293.47826086956525,-56.66666666666667,False
297.39130434782606,-56.66666666666667,False
301.30434782608694,-56.66666666666667,False
305.2173913043478,-56.66666666666667,False
309.1304347826087,-56.66666666666667,False
313.0434782608695,-56.66666666666667,False
316.95652173913044,-56.66666666666667,False
320.8695652173913,-56.66666666666667,False
324.7826086956522,-56.66666666666667,False
328.69565217391306,-56.66666666666667,False
332.6086956521739,-56.66666666666667,False
